latitude,longitude
44.334268,-79.686253
50.033197,-110.68698
49.938224,-97.093295
45.401827,-75.709978
51.049503,-114.068188
50.028915,-125.249709
45.425428,-75.692943
43.647308,-79.403812
49.199331,-122.979197
51.179468,-115.571529
48.978777,-123.804352
43.646833,-79.384171
52.979723,-122.497016
49.091412,-123.079052
49.291262,-123.135454
44.70601,-63.562867
52.127708,-122.139619
49.190732,-122.846216
49.036926,-122.311545
43.873977,-79.260742
46.796495,-71.170163
53.599852,-113.487435
49.288363,-123.117621
43.643841,-79.612973
44.659243,-63.670501
49.213053,-123.140138
44.640612,-63.586542
45.506,-73.555631
46.768415,-71.286724
46.864542,-71.214373
45.502434,-73.57176
45.444092,-73.440539
45.473787,-73.8356
45.495654,-73.579617
45.568909,-73.726335
45.50022,-73.508671
45.50081,-73.573647
45.462932,-73.830346
45.496993,-73.575616
45.502028,-73.572218
45.486444,-73.799869
45.519869,-73.595862
45.500348,-73.56508
45.494529,-73.578008
45.519382,-73.555454
45.506963,-73.566096
45.47753,-73.605405
45.488037,-73.472009
45.476076,-73.622319
45.444824,-73.435448
43.885077,-79.37279
43.85879,-79.037866
45.286754,-75.867724
53.645592,-113.62315
49.155351,-123.951351
43.190164,-79.227166
49.263234,-123.106994
43.598285,-79.783616
51.300655,-114.013966
43.87934,-78.878732
53.425432,-113.475476
49.823646,-97.203329
43.539157,-79.856676
49.230222,-124.04232
50.679054,-120.275186
49.996837,-110.646735
47.554339,-52.768176
44.018414,-79.447438
49.279546,-122.828133
54.314929,-130.323297
49.046768,-122.776556
51.093542,-115.35652
49.193222,-123.181279
54.516235,-128.591649
50.275494,-119.275378
49.885817,-119.489366
49.351045,-123.253214
51.047847,-114.073546
53.654687,-113.630165
49.32607,-123.135469
43.010287,-81.336779
53.541767,-113.931351
49.893872,-97.198508
43.428933,-79.765287
43.648161,-79.383075
49.160246,-122.667161
43.711017,-79.399022
49.279886,-123.117872
49.110808,-121.95624
49.894307,-97.138625
42.979409,-82.359809
43.670083,-79.388504
43.653465,-79.451594
53.547185,-113.518484
43.902959,-80.119821
43.845466,-79.380942
45.36909,-75.772213
53.539588,-113.615484
53.539052,-113.42544
49.120181,-122.733603
43.650734,-79.38753
43.683988,-79.619669
43.683801,-79.619693
50.145354,-96.873058
49.260873,-123.125756
53.598534,-113.490643
51.125204,-114.198897
49.232449,-123.024103
48.476602,-123.332819
51.156853,-114.160364
53.899098,-122.779187
53.64491,-113.625692
48.469259,-123.362869
48.458622,-123.332712
48.415382,-123.356214
49.268827,-123.069423
49.169138,-121.953651
49.262039,-123.069983
48.424081,-123.36216
48.447143,-123.368786
49.272812,-123.147591
49.205209,-124.005017
51.106454,-114.159054
49.855468,-97.101813
49.225691,-122.996499
49.666572,-112.794935
49.280609,-123.004792
50.906789,-114.066716
49.825835,-97.20158
49.281179,-123.13271
51.074707,-114.166067
51.130729,-114.008464
49.28132,-123.046989
45.308831,-75.916744
52.115234,-106.620093
49.827166,-97.151698
43.090758,-79.072798
50.907097,-114.109015
49.310084,-123.083127
48.461507,-123.296152
49.703512,-123.146096
50.119034,-122.956568
49.285308,-123.120511
49.120562,-122.891201
50.930555,-113.963379
43.523159,-79.899373
49.32562,-123.140632
42.97474,-81.320456
49.218646,-122.956373
49.736569,-123.133879
50.705495,-113.973451
49.282753,-123.085691
53.518276,-113.497319
50.115306,-122.954252
49.284625,-123.124547
49.27681,-123.114842
49.278913,-123.121215
49.194618,-123.176547
43.706905,-79.396868
49.268849,-123.000247
49.057962,-122.801921
53.514403,-113.49733
50.956597,-114.070098
49.195175,-123.182842
45.433039,-75.613719
45.457292,-73.752734
50.401922,-104.619151
49.033409,-122.800823
49.169674,-123.147117
49.270677,-122.755367
49.283876,-122.827928
43.706131,-79.783209
53.464217,-113.493095
43.6861,-79.392933
45.356731,-75.655827
53.646249,-113.625465
43.700719,-79.427455
49.268019,-123.156681
43.728717,-79.762492
49.195309,-123.177981
49.308798,-123.04249
49.138918,-123.138474
49.170255,-123.182466
44.335642,-79.688599
49.104475,-122.725273
53.91949,-122.783304
43.836648,-79.089921
49.263711,-123.211546
49.27474,-123.122201
43.648777,-79.372519
43.689263,-79.412967
51.041789,-114.081344
43.665413,-79.409947
43.549879,-79.58727
51.13786,-114.157651
53.868133,-122.775204
51.075263,-113.991153
48.459723,-123.497817
51.041952,-114.139423
51.148477,-114.071501
49.273374,-123.120023
53.54113,-113.508928
49.860292,-119.490895
49.279254,-123.116929
43.654015,-79.380185
48.776621,-123.70134
49.285692,-123.111612
49.263125,-123.119472
49.272458,-123.154815
44.009402,-79.4706
49.25849,-123.100933
50.034095,-125.250298
43.650006,-79.390993
43.51579,-79.69079
48.64875,-123.397625
49.191074,-122.844534
52.128529,-106.663503
43.77247,-79.283023
49.05106,-122.324631
50.985415,-114.082555
49.280114,-122.799709
49.061388,-122.380708
49.269024,-123.146022
49.22509,-123.053517
43.091868,-79.071479
49.248884,-122.818434
50.914329,-114.073284
43.65346,-79.426437
51.189229,-114.47474
49.213175,-122.920849
45.269587,-75.739405
42.305359,-82.859889
43.487401,-79.718246
51.067269,-114.086352
49.132501,-123.092636
53.601056,-113.422734
49.167536,-123.138404
51.160929,-114.064859
49.282049,-123.118505
49.287567,-123.119878
43.647038,-79.37815
50.653117,-120.375301
49.284911,-123.11805
49.194042,-123.181332
49.2813,-123.053693
48.426705,-123.316385
49.281203,-123.01214
49.234725,-123.157586
49.032374,-122.866945
49.263926,-123.170338
49.217338,-122.591839
49.164659,-122.800871
49.154791,-123.158174
49.287854,-123.115402
49.284439,-123.108513
52.23923,-113.815232
49.114578,-122.667239
43.176281,-79.243769
43.406444,-80.388202
43.206677,-79.891608
43.703935,-79.411665
49.263135,-123.13884
43.664982,-79.380505
43.226753,-79.95421
43.6494,-79.38302
49.227308,-122.999433
49.279802,-122.968315
43.670506,-79.389778
49.265882,-123.242802
51.054574,-113.981984
49.051367,-122.323911
51.126009,-114.201215
48.445634,-123.333313
51.130739,-114.009782
49.14166,-121.960921
51.060397,-114.062893
48.432548,-123.381095
51.12814,-114.200608
43.665062,-79.384414
43.728702,-79.418433
51.095748,-114.140497
51.037667,-114.078457
51.014318,-114.170896
49.276912,-122.858935
43.715586,-79.40045
49.222913,-122.914121
49.880755,-119.440845
49.261989,-123.138368
49.213021,-122.91888
43.81312,-79.398706
43.8257,-79.557012
43.84385,-79.408041
43.822601,-79.325902
51.022755,-114.11466
49.02336,-123.070147
49.263117,-122.838746
51.045174,-114.069324
43.078906,-79.081879
51.0851,-114.125363
49.262263,-122.781139
43.794108,-79.445591
50.995858,-114.073475
51.047452,-114.069358
49.698383,-112.837225
49.284881,-123.11554
49.219547,-123.041049
43.678015,-79.390238
49.220972,-122.660221
43.664264,-79.400362
53.541551,-113.308514
49.324014,-123.109906
49.231443,-123.117432
49.280353,-123.130861
49.337693,-123.102494
43.028675,-81.280016
51.104971,-114.160846
43.849329,-79.351937
51.032595,-114.071717
43.698458,-79.396395
49.279061,-123.125622
44.052735,-79.481583
49.82864,-97.110317
49.246484,-123.185417
49.264281,-123.16707
48.41561,-123.375132
49.900423,-97.07022
49.822474,-97.20378
49.350613,-123.254537
43.670987,-79.386958
49.136954,-122.844293
49.28249,-123.122351
49.220075,-122.656956
49.254079,-123.114915
43.415187,-80.514754
55.171179,-118.824952
51.1242,-114.246914
49.226145,-123.002594
51.130086,-114.011713
43.726773,-79.45183
43.653657,-79.381193
43.707613,-79.398682
43.344356,-79.827346
44.502964,-80.219383
44.231531,-76.482212
43.671741,-79.47114
48.424946,-123.366687
44.346817,-79.703387
49.87397,-97.196739
49.268637,-123.158486
52.127689,-106.666337
52.168414,-106.637186
51.020391,-114.169093
53.447211,-113.484617
49.261268,-123.246476
49.683888,-124.991496
43.681493,-79.425806
43.640011,-79.380982
43.59305,-79.642162
43.650386,-79.378012
49.287731,-123.113312
43.668414,-79.307944
49.892549,-97.147238
49.262221,-123.249936
43.325919,-79.819863
51.052948,-114.040627
45.39899,-75.623117
43.648073,-79.396361
56.724478,-111.373376
55.183544,-118.792453
43.729817,-79.403647
49.229739,-122.690021
50.972863,-114.098068
45.311608,-75.914139
49.130916,-122.319801
43.518323,-80.237491
50.951168,-114.001515
43.648347,-79.507677
45.349511,-75.787953
43.649245,-79.378134
49.162552,-122.635928
44.887594,-63.514631
43.661483,-79.383323
49.279885,-123.107221
49.886112,-119.495264
49.134673,-122.891818
49.172396,-123.135978
49.306921,-122.953463
49.328477,-123.160776
43.657751,-79.387508
49.090396,-123.078228
49.050272,-122.31894
49.282985,-123.115698
51.052608,-114.087523
43.705186,-79.374763
43.518295,-79.687193
50.283687,-119.268612
43.594479,-79.648065
43.863117,-79.021326
43.570281,-79.602784
43.649142,-79.383878
49.238336,-124.054481
44.187905,-77.40266
49.321566,-123.098999
45.334683,-75.726924
49.281784,-123.124586
43.658317,-79.389438
53.453716,-113.567486
53.621879,-113.611226
45.390503,-75.757389
45.421189,-75.695709
49.102067,-122.645704
51.046185,-114.068305
50.094342,-122.991626
45.421381,-75.693655
49.887107,-119.426967
43.78603,-79.474392
49.284511,-123.11344
49.225132,-123.090486
49.264179,-123.166318
49.871124,-97.153475
45.328247,-75.818912
43.509066,-79.631476
49.28722,-123.128525
53.274803,-113.549267
49.187311,-122.800637
43.079703,-79.082204
43.67988,-79.611385
43.681971,-79.614033
51.092752,-115.357692
51.0648,-114.090776
49.263532,-123.144442
49.245158,-123.124849
49.473242,-119.583871
49.20327,-122.908073
43.651357,-79.475875
48.431531,-123.323691
43.86843,-79.312055
45.419265,-75.699513
45.42583,-75.693007
42.937941,-81.225798
45.403195,-75.688254
53.540009,-113.578775
53.537292,-113.616661
43.685949,-79.621274
53.54591,-113.513593
45.419994,-75.7034
49.484473,-119.587084
43.082189,-79.082469
42.255774,-82.963585
42.25525,-83.0015
43.755604,-79.44039
51.04606,-114.067475
43.457571,-79.67862
43.154894,-79.268019
43.449649,-79.75904
53.541153,-113.49341
42.317434,-83.039152
49.852937,-97.167006
51.048878,-114.06515
43.485562,-80.526413
43.78869,-79.553348
48.426727,-123.367158
50.907734,-114.066537
53.522814,-113.627678
42.273826,-83.003061
53.518321,-113.500706
49.88786,-97.194383
48.496894,-123.38057
48.454665,-123.395681
49.036479,-122.268083
53.542499,-113.53795
43.671343,-79.380697
48.439417,-123.507924
53.599821,-113.559317
43.653249,-79.380409
43.645413,-79.389516
43.670692,-79.386329
49.192193,-123.083661
49.884317,-97.299679
42.983784,-81.249912
49.887927,-97.1401
51.050487,-113.824679
49.132469,-122.667899
52.130557,-106.641077
60.731708,-135.069921
49.287266,-123.141526
48.412996,-123.338747
43.085072,-79.080029
50.261568,-119.273043
53.518898,-113.457199
49.220751,-122.594796
43.092029,-79.076085
48.775301,-123.699736
51.044907,-114.062846
51.08277,-114.154081
42.99042,-81.250971
50.963125,-114.010191
49.30161,-117.65801
53.914951,-122.743656
49.187106,-122.849247
43.446494,-80.57196
43.646004,-79.385645
43.847263,-79.460603
43.714654,-79.726761
43.643645,-79.380661
46.806892,-71.215842
45.505548,-73.558217
50.475457,-104.636462
45.505123,-73.571665
45.555786,-73.727351
49.884029,-97.197286
43.670911,-79.383712
53.542081,-113.495178
53.522681,-113.623189
43.683163,-79.418527
44.685084,-63.558499
51.04226,-114.06038
49.285253,-123.119877
43.769725,-79.374317
43.892084,-79.442085
43.655931,-79.38273
44.661828,-63.599035
43.543923,-79.680545
44.646557,-63.573719
51.06804,-114.062439
46.813511,-71.224244
46.811747,-71.205748
49.266783,-123.004343
43.473626,-80.52912
43.645042,-79.38346
49.200505,-122.916914
43.530779,-80.226233
43.554612,-79.712064
49.254712,-123.023501
43.183917,-79.251042
49.049849,-122.311191
43.775586,-79.256777
43.642475,-79.380905
53.694799,-113.217428
50.4048,-104.624391
43.665399,-79.471892
43.238164,-79.886924
53.018384,-112.859789
45.471371,-73.470676
49.158321,-122.780644
49.285923,-123.115187
43.659804,-79.378759
49.11528,-122.674482
43.525734,-79.685654
45.389198,-73.963855
51.133712,-114.011176
53.607316,-113.413823
43.671537,-79.421386
51.073003,-114.126977
49.22753,-122.840566
