latitude,longitude
52.043384,-0.757746
51.48306,-3.17231
51.545853,-0.478451
55.953341,-3.197443
51.49978,-0.1961
51.40556,0.01556
51.514346,-0.142534
51.50731,-0.20604
51.507412,-0.12291
51.58367,-0.24429
51.49201,-0.16554
51.22208,-0.77684
51.046203,-1.340901
51.49278,-0.22439
51.512562,-0.088145
51.51469,-0.15029
51.59003,-0.14361
51.63051,-0.09711
51.48843,-0.16617
51.43914,0.27227
51.5047,-0.019734
54.97303,-1.61348
51.538898,-0.143077
51.4324,-0.52021
51.57176,-0.19588
51.51683,-0.2059
51.65228,-0.08344
51.52005,-0.08359
51.50735,-0.1424
55.860371,-4.253419
55.864213,-4.25434
51.50227,-0.18857
51.51828,-0.12578
51.51155,-0.07518
52.041396,-0.757427
51.5139,-0.11766
51.502022,-0.11783
51.49449,-0.18238
51.52023,-0.08706
51.485077,-0.182104
51.5164,-0.11988
51.42115,-0.20767
51.51458,-0.09612
51.5339,-0.1714
51.48913,-0.19068
53.4799,-2.24424
51.516671,-0.10361
51.462045,-0.138185
51.512726,-0.133316
51.40104,0.01682
51.37527,-0.10202
53.413098,-1.413271
51.53015,-0.18612
51.513307,-0.227856
51.514543,-0.098631
51.51942,-0.17948
51.52071,-0.13471
52.477788,-1.893667
51.87045,0.56968
52.477463,-1.894236
51.47547,-0.239388
53.48188,-2.23791
51.47792,-3.177497
55.861616,-4.253641
51.32295,-0.76219
51.53587,-0.20526
55.872132,-4.137893
51.51446,-0.0853
53.478203,-2.250137
51.52075,-0.12298
52.4135,-1.77937
51.576165,-0.224495
51.54726,-0.19134
51.517483,-0.142683
51.49796,-0.1836
51.55082,-0.16497
51.51891,-0.16891
51.52024,-0.10343
51.716061,-0.28646
55.87532,-4.2934
51.52525,-0.13929
53.47792,-2.2457
51.49896,-0.13554
53.383928,-2.350555
51.498126,-0.132674
51.48039,-0.194381
52.278904,-1.546529
52.392348,0.648331
51.50083,-0.09349
51.187346,-2.231933
55.8619,-4.25482
51.531414,-0.126375
54.974756,-1.614955
51.287245,-0.154998
51.5419,-2.56871
53.209538,-1.014503
54.189855,-0.282525
50.615854,-3.366203
50.60366,-2.4923
52.508013,-1.821749
51.26123,-0.54437
51.49113,0.06791
51.494885,-0.046481
57.64892,-3.3162
51.621287,-3.922452
50.746259,-1.817958
51.639082,-0.309162
51.295656,0.511749
54.90579,-1.38467
51.4212,-0.20655
53.780024,-2.896168
52.47524,-1.888747
51.508419,-0.07908
51.51101,-0.30518
52.915063,-1.448504
51.481546,-0.436586
51.507961,-0.221297
54.601277,-2.740587
52.90663,-4.33448
54.57537,-1.2365
55.760217,-4.177919
51.504959,-0.020767
51.5103,-0.13912
51.46187,-0.084587
55.94397,-3.191715
55.94395,-3.18329
54.956884,-1.668226
57.14306,-2.11179
57.14919,-2.09772
51.28738,-0.759628
51.44914,-2.58112
52.393444,-1.819991
51.458319,-2.586515
51.182336,-2.242432
53.733482,-1.585878
52.58666,-1.98663
52.684179,-1.08948
54.977,-1.6134
53.745313,-0.346994
51.501992,0.00483
53.58079,-2.43028
51.495629,-0.275549
51.413614,-0.177865
51.51697,-0.06812
51.46343,-3.16516
52.62953,-1.69578
51.24272,-0.58788
51.50049,-0.162597
52.344212,-1.580513
51.54115,0.00143
51.410883,-0.301689
51.409618,-0.22841
51.37211,-0.2257
55.86302,-4.2525
52.707654,-2.753853
51.516112,-0.089634
51.517421,-0.080816
51.49223,-0.22456
53.167538,-1.053524
55.93405,-3.21103
55.820546,-4.341966
51.38196,-2.35921
51.513905,-0.149374
51.536007,-0.190974
51.536896,-3.379651
52.39261,0.644683
53.0273,-2.17581
51.5261,-3.193302
51.45839,-2.58986
51.72121,-0.36219
54.601277,-2.740677
53.48636,-2.113903
53.16676,-1.04553
52.40789,-1.51097
51.37567,-0.09996
51.510427,-0.127095
51.53094,-0.12199
51.485635,-0.123643
51.51521,-0.13025
51.52237,-0.13582
51.52552,-2.595761
51.45359,-0.97132
54.957015,-1.668978
55.883377,-3.519204
52.583983,-2.126809
52.47183,-1.54685
51.52448,-0.12363
53.477713,-2.233219
52.451606,-1.929317
53.484195,-2.241766
56.34037,-2.79747
55.951442,-3.179263
51.6163,-0.17702
52.6367,-1.13513
52.687826,-2.75313
51.513037,-0.140923
57.142694,-2.095846
51.480979,-3.176261
51.479123,-3.175897
51.49353,-0.174725
53.23212,-3.00692
52.74796,-2.71765
51.631015,-0.264037
51.50668,-0.073982
52.219265,-1.502876
52.67725,-2.4008
51.23591,-0.60668
52.4759,-1.9054
51.47586,-2.71009
51.68779,-0.22386
51.87154,0.19494
51.5399,-3.13777
51.295675,-0.855509
51.73798,-1.09713
52.47099,-1.54692
52.363821,-1.946295
51.296708,-0.855273
51.738212,-1.097173
51.483556,-1.557143
52.36369,-1.94578
52.21657,-1.50523
51.656796,-2.431582
53.713486,-1.744143
52.99378,-2.29013
53.71318,-1.74656
52.993113,-2.290116
56.025137,-3.847564
51.79405,-1.28417
53.315125,-1.281475
53.315494,-1.282846
55.01036,-3.08451
55.50641,-3.6945
53.631572,-2.690377
53.62995,-2.69256
53.73185,-2.45389
52.08315,-0.749
52.083531,-0.748066
51.481177,-1.557422
52.61993,-1.20786
51.656555,-2.427748
51.4626,-0.1149
52.443694,-1.491318
50.903998,-1.409777
54.974493,-1.615824
52.62171,-1.12536
52.453595,-1.717148
52.4531,-1.72552
53.417,-2.63775
52.402874,-1.546556
53.33926,-2.73214
57.481128,-4.17863
53.466772,-2.343539
55.025464,-1.51135
53.8126,-3.010657
53.8126,-3.010747
51.269917,-2.923179
53.83803,-1.59212
53.5907,-2.27623
53.77272,-2.68049
53.38645,-2.21078
52.232734,-0.904047
52.90368,-1.24072
52.51316,-2.06848
51.524472,-3.239382
51.499105,-0.1335
53.38347,-2.59683
53.600961,-2.572779
52.574616,-0.249982
51.55983,-1.83288
